"","Class","Age","Gender","Survived"
"120","1","Adult","Male","No"
"121","1","Adult","Male","No"
"122","1","Adult","Male","No"
"123","1","Adult","Male","No"
"124","1","Adult","Male","No"
"125","1","Adult","Male","No"
"126","1","Adult","Male","No"
"127","1","Adult","Male","No"
"128","1","Adult","Male","No"
"129","1","Adult","Male","No"
"130","1","Adult","Male","No"
"131","1","Adult","Male","No"
"132","1","Adult","Male","No"
"133","1","Adult","Male","No"
"134","1","Adult","Male","No"
"135","1","Adult","Male","No"
"136","1","Adult","Male","No"
"137","1","Adult","Male","No"
"138","1","Adult","Male","No"
"139","1","Adult","Male","No"
"140","1","Adult","Male","No"
"141","1","Adult","Male","No"
"142","1","Adult","Male","No"
"143","1","Adult","Male","No"
"144","1","Adult","Male","No"
"145","1","Adult","Male","No"
"146","1","Adult","Male","No"
"147","1","Adult","Male","No"
"148","1","Adult","Male","No"
"149","1","Adult","Male","No"
"150","1","Adult","Male","No"
"151","1","Adult","Male","No"
"152","1","Adult","Male","No"
"153","1","Adult","Male","No"
"154","1","Adult","Male","No"
"155","1","Adult","Male","No"
"156","1","Adult","Male","No"
"157","1","Adult","Male","No"
"158","1","Adult","Male","No"
"159","1","Adult","Male","No"
"160","1","Adult","Male","No"
"161","1","Adult","Male","No"
"162","1","Adult","Male","No"
"163","1","Adult","Male","No"
"164","1","Adult","Male","No"
"165","1","Adult","Male","No"
"166","1","Adult","Male","No"
"167","1","Adult","Male","No"
"168","1","Adult","Male","No"
"169","1","Adult","Male","No"
"170","1","Adult","Male","No"
"171","1","Adult","Male","No"
"172","1","Adult","Male","No"
"173","1","Adult","Male","No"
"174","1","Adult","Male","No"
"175","1","Adult","Male","No"
"176","1","Adult","Female","Yes"
"177","1","Adult","Female","Yes"
"178","1","Adult","Female","Yes"
"179","1","Adult","Female","Yes"
"180","1","Adult","Female","Yes"
"181","1","Adult","Female","Yes"
"182","1","Adult","Female","Yes"
"183","1","Adult","Female","Yes"
"184","1","Adult","Female","Yes"
"185","1","Adult","Female","Yes"
"186","1","Adult","Female","Yes"
"187","1","Adult","Female","Yes"
"188","1","Adult","Female","Yes"
"189","1","Adult","Female","Yes"
"190","1","Adult","Female","Yes"
"191","1","Adult","Female","Yes"
"192","1","Adult","Female","Yes"
"193","1","Adult","Female","Yes"
"194","1","Adult","Female","Yes"
"195","1","Adult","Female","Yes"
"196","1","Adult","Female","Yes"
"197","1","Adult","Female","Yes"
"198","1","Adult","Female","Yes"
"199","1","Adult","Female","Yes"
"200","1","Adult","Female","Yes"
"201","1","Adult","Female","Yes"
"202","1","Adult","Female","Yes"
"203","1","Adult","Female","Yes"
"204","1","Adult","Female","Yes"
"205","1","Adult","Female","Yes"
"206","1","Adult","Female","Yes"
"207","1","Adult","Female","Yes"
"208","1","Adult","Female","Yes"
"209","1","Adult","Female","Yes"
"210","1","Adult","Female","Yes"
"211","1","Adult","Female","Yes"
"212","1","Adult","Female","Yes"
"213","1","Adult","Female","Yes"
"214","1","Adult","Female","Yes"
"215","1","Adult","Female","Yes"
"216","1","Adult","Female","Yes"
"217","1","Adult","Female","Yes"
"218","1","Adult","Female","Yes"
"219","1","Adult","Female","Yes"
"220","1","Adult","Female","Yes"
"221","1","Adult","Female","Yes"
"222","1","Adult","Female","Yes"
"223","1","Adult","Female","Yes"
"224","1","Adult","Female","Yes"
"225","1","Adult","Female","Yes"
"226","1","Adult","Female","Yes"
"227","1","Adult","Female","Yes"
"228","1","Adult","Female","Yes"
"229","1","Adult","Female","Yes"
"230","1","Adult","Female","Yes"
"231","1","Adult","Female","Yes"
"232","1","Adult","Female","Yes"
"233","1","Adult","Female","Yes"
"234","1","Adult","Female","Yes"
"235","1","Adult","Female","Yes"
"236","1","Adult","Female","Yes"
"237","1","Adult","Female","Yes"
"238","1","Adult","Female","Yes"
"239","1","Adult","Female","Yes"
"240","1","Adult","Female","Yes"
"241","1","Adult","Female","Yes"
"242","1","Adult","Female","Yes"
"243","1","Adult","Female","Yes"
"244","1","Adult","Female","Yes"
"245","1","Adult","Female","Yes"
"246","1","Adult","Female","Yes"
"247","1","Adult","Female","Yes"
"248","1","Adult","Female","Yes"
"249","1","Adult","Female","Yes"
"250","1","Adult","Female","Yes"
"251","1","Adult","Female","Yes"
"252","1","Adult","Female","Yes"
"253","1","Adult","Female","Yes"
"254","1","Adult","Female","Yes"
"255","1","Adult","Female","Yes"
"256","1","Adult","Female","Yes"
"257","1","Adult","Female","Yes"
"258","1","Adult","Female","Yes"
"259","1","Adult","Female","Yes"
"260","1","Adult","Female","Yes"
"261","1","Adult","Female","Yes"
"262","1","Adult","Female","Yes"
"263","1","Adult","Female","Yes"
"264","1","Adult","Female","Yes"
"265","1","Adult","Female","Yes"
"266","1","Adult","Female","Yes"
"267","1","Adult","Female","Yes"
"268","1","Adult","Female","Yes"
"269","1","Adult","Female","Yes"
"270","1","Adult","Female","Yes"
"271","1","Adult","Female","Yes"
"272","1","Adult","Female","Yes"
"273","1","Adult","Female","Yes"
"274","1","Adult","Female","Yes"
"275","1","Adult","Female","Yes"
"276","1","Adult","Female","Yes"
"277","1","Adult","Female","Yes"
"278","1","Adult","Female","Yes"
"279","1","Adult","Female","Yes"
"280","1","Adult","Female","Yes"
"281","1","Adult","Female","Yes"
"282","1","Adult","Female","Yes"
"283","1","Adult","Female","Yes"
"284","1","Adult","Female","Yes"
"285","1","Adult","Female","Yes"
"286","1","Adult","Female","Yes"
"287","1","Adult","Female","Yes"
"288","1","Adult","Female","Yes"
"289","1","Adult","Female","Yes"
"290","1","Adult","Female","Yes"
"291","1","Adult","Female","Yes"
"292","1","Adult","Female","Yes"
"293","1","Adult","Female","Yes"
"294","1","Adult","Female","Yes"
"295","1","Adult","Female","Yes"
"296","1","Adult","Female","Yes"
"297","1","Adult","Female","Yes"
"298","1","Adult","Female","Yes"
"299","1","Adult","Female","Yes"
"300","1","Adult","Female","Yes"
"301","1","Adult","Female","Yes"
"302","1","Adult","Female","Yes"
"303","1","Adult","Female","Yes"
"304","1","Adult","Female","Yes"
"305","1","Adult","Female","Yes"
"306","1","Adult","Female","Yes"
"307","1","Adult","Female","Yes"
"308","1","Adult","Female","Yes"
"309","1","Adult","Female","Yes"
"310","1","Adult","Female","Yes"
"311","1","Adult","Female","Yes"
"312","1","Adult","Female","Yes"
"313","1","Adult","Female","Yes"
"314","1","Adult","Female","Yes"
"315","1","Adult","Female","Yes"
"316","1","Adult","Female","No"
"317","1","Adult","Female","No"
"318","1","Adult","Female","No"
"319","1","Adult","Female","No"
"320","1","Child","Male","Yes"
"321","1","Child","Male","Yes"
"322","1","Child","Male","Yes"
"323","1","Child","Male","Yes"
"324","1","Child","Male","Yes"
"325","1","Child","Female","Yes"
"326","2","Adult","Male","Yes"
"327","2","Adult","Male","Yes"
"328","2","Adult","Male","Yes"
"329","2","Adult","Male","Yes"
"330","2","Adult","Male","Yes"
"331","2","Adult","Male","Yes"
"332","2","Adult","Male","Yes"
"333","2","Adult","Male","Yes"
"334","2","Adult","Male","Yes"
"335","2","Adult","Male","Yes"
"336","2","Adult","Male","Yes"
"337","2","Adult","Male","Yes"
"338","2","Adult","Male","Yes"
"339","2","Adult","Male","Yes"
"340","2","Adult","Male","No"
"341","2","Adult","Male","No"
"342","2","Adult","Male","No"
"343","2","Adult","Male","No"
"344","2","Adult","Male","No"
"345","2","Adult","Male","No"
"346","2","Adult","Male","No"
"347","2","Adult","Male","No"
"348","2","Adult","Male","No"
"349","2","Adult","Male","No"
"350","2","Adult","Male","No"
"351","2","Adult","Male","No"
"352","2","Adult","Male","No"
"353","2","Adult","Male","No"
"354","2","Adult","Male","No"
"355","2","Adult","Male","No"
"356","2","Adult","Male","No"
"357","2","Adult","Male","No"
"358","2","Adult","Male","No"
"359","2","Adult","Male","No"
"360","2","Adult","Male","No"
"361","2","Adult","Male","No"
"362","2","Adult","Male","No"
"363","2","Adult","Male","No"
"364","2","Adult","Male","No"
"365","2","Adult","Male","No"
"366","2","Adult","Male","No"
"367","2","Adult","Male","No"
"368","2","Adult","Male","No"
"369","2","Adult","Male","No"
"370","2","Adult","Male","No"
"371","2","Adult","Male","No"
"372","2","Adult","Male","No"
"373","2","Adult","Male","No"
"374","2","Adult","Male","No"
"375","2","Adult","Male","No"
"376","2","Adult","Male","No"
"377","2","Adult","Male","No"
"378","2","Adult","Male","No"
"379","2","Adult","Male","No"
"380","2","Adult","Male","No"
"381","2","Adult","Male","No"
"382","2","Adult","Male","No"
"383","2","Adult","Male","No"
"384","2","Adult","Male","No"
"385","2","Adult","Male","No"
"386","2","Adult","Male","No"
"387","2","Adult","Male","No"
"388","2","Adult","Male","No"
"389","2","Adult","Male","No"
"390","2","Adult","Male","No"
"391","2","Adult","Male","No"
"392","2","Adult","Male","No"
"393","2","Adult","Male","No"
"394","2","Adult","Male","No"
"395","2","Adult","Male","No"
"396","2","Adult","Male","No"
"397","2","Adult","Male","No"
"398","2","Adult","Male","No"
"399","2","Adult","Male","No"
"400","2","Adult","Male","No"
"401","2","Adult","Male","No"
"402","2","Adult","Male","No"
"403","2","Adult","Male","No"
"404","2","Adult","Male","No"
"405","2","Adult","Male","No"
"406","2","Adult","Male","No"
"407","2","Adult","Male","No"
"408","2","Adult","Male","No"
"409","2","Adult","Male","No"
"410","2","Adult","Male","No"
"411","2","Adult","Male","No"
"412","2","Adult","Male","No"
"413","2","Adult","Male","No"
"414","2","Adult","Male","No"
"415","2","Adult","Male","No"
"416","2","Adult","Male","No"
"417","2","Adult","Male","No"
"418","2","Adult","Male","No"
"419","2","Adult","Male","No"
"420","2","Adult","Male","No"
"421","2","Adult","Male","No"
"422","2","Adult","Male","No"
"423","2","Adult","Male","No"
"424","2","Adult","Male","No"
"425","2","Adult","Male","No"
"426","2","Adult","Male","No"
"427","2","Adult","Male","No"
"428","2","Adult","Male","No"
"429","2","Adult","Male","No"
"430","2","Adult","Male","No"
"431","2","Adult","Male","No"
"432","2","Adult","Male","No"
"433","2","Adult","Male","No"
"434","2","Adult","Male","No"
"435","2","Adult","Male","No"
"436","2","Adult","Male","No"
"437","2","Adult","Male","No"
"438","2","Adult","Male","No"
"439","2","Adult","Male","No"
"440","2","Adult","Male","No"
"441","2","Adult","Male","No"
"442","2","Adult","Male","No"
"443","2","Adult","Male","No"
"444","2","Adult","Male","No"
"445","2","Adult","Male","No"
"446","2","Adult","Male","No"
"447","2","Adult","Male","No"
"448","2","Adult","Male","No"
"449","2","Adult","Male","No"
"450","2","Adult","Male","No"
"451","2","Adult","Male","No"
"452","2","Adult","Male","No"
"453","2","Adult","Male","No"
"454","2","Adult","Male","No"
"455","2","Adult","Male","No"
"456","2","Adult","Male","No"
"457","2","Adult","Male","No"
"458","2","Adult","Male","No"
"459","2","Adult","Male","No"
"460","2","Adult","Male","No"
"461","2","Adult","Male","No"
"462","2","Adult","Male","No"
"463","2","Adult","Male","No"
"464","2","Adult","Male","No"
"465","2","Adult","Male","No"
"466","2","Adult","Male","No"
"467","2","Adult","Male","No"
"468","2","Adult","Male","No"
"469","2","Adult","Male","No"
"470","2","Adult","Male","No"
"471","2","Adult","Male","No"
"472","2","Adult","Male","No"
"473","2","Adult","Male","No"
"474","2","Adult","Male","No"
"475","2","Adult","Male","No"
"476","2","Adult","Male","No"
"477","2","Adult","Male","No"
"478","2","Adult","Male","No"
"479","2","Adult","Male","No"
"480","2","Adult","Male","No"
"481","2","Adult","Male","No"
"482","2","Adult","Male","No"
"483","2","Adult","Male","No"
"484","2","Adult","Male","No"
"485","2","Adult","Male","No"
"486","2","Adult","Male","No"
"487","2","Adult","Male","No"
"488","2","Adult","Male","No"
"489","2","Adult","Male","No"
"490","2","Adult","Male","No"
"491","2","Adult","Male","No"
"492","2","Adult","Male","No"
"493","2","Adult","Male","No"
"494","2","Adult","Female","Yes"
"495","2","Adult","Female","Yes"
"496","2","Adult","Female","Yes"
"497","2","Adult","Female","Yes"
"498","2","Adult","Female","Yes"
"499","2","Adult","Female","Yes"
"500","2","Adult","Female","Yes"
"501","2","Adult","Female","Yes"
"502","2","Adult","Female","Yes"
"503","2","Adult","Female","Yes"
"504","2","Adult","Female","Yes"
"505","2","Adult","Female","Yes"
"506","2","Adult","Female","Yes"
"507","2","Adult","Female","Yes"
"508","2","Adult","Female","Yes"
"509","2","Adult","Female","Yes"
"510","2","Adult","Female","Yes"
"511","2","Adult","Female","Yes"
"512","2","Adult","Female","Yes"
"513","2","Adult","Female","Yes"
"514","2","Adult","Female","Yes"
"515","2","Adult","Female","Yes"
"516","2","Adult","Female","Yes"
"517","2","Adult","Female","Yes"
"518","2","Adult","Female","Yes"
"519","2","Adult","Female","Yes"
"520","2","Adult","Female","Yes"
"521","2","Adult","Female","Yes"
"522","2","Adult","Female","Yes"
"523","2","Adult","Female","Yes"
"524","2","Adult","Female","Yes"
"525","2","Adult","Female","Yes"
"526","2","Adult","Female","Yes"
"527","2","Adult","Female","Yes"
"528","2","Adult","Female","Yes"
"529","2","Adult","Female","Yes"
"530","2","Adult","Female","Yes"
"531","2","Adult","Female","Yes"
"532","2","Adult","Female","Yes"
"533","2","Adult","Female","Yes"
"534","2","Adult","Female","Yes"
"535","2","Adult","Female","Yes"
"536","2","Adult","Female","Yes"
"537","2","Adult","Female","Yes"
"538","2","Adult","Female","Yes"
"539","2","Adult","Female","Yes"
"540","2","Adult","Female","Yes"
"541","2","Adult","Female","Yes"
"542","2","Adult","Female","Yes"
"543","2","Adult","Female","Yes"
"544","2","Adult","Female","Yes"
"545","2","Adult","Female","Yes"
"546","2","Adult","Female","Yes"
"547","2","Adult","Female","Yes"
"548","2","Adult","Female","Yes"
"549","2","Adult","Female","Yes"
"550","2","Adult","Female","Yes"
"551","2","Adult","Female","Yes"
"552","2","Adult","Female","Yes"
"553","2","Adult","Female","Yes"
"554","2","Adult","Female","Yes"
"555","2","Adult","Female","Yes"
"556","2","Adult","Female","Yes"
"557","2","Adult","Female","Yes"
"558","2","Adult","Female","Yes"
"559","2","Adult","Female","Yes"
"560","2","Adult","Female","Yes"
"561","2","Adult","Female","Yes"
"562","2","Adult","Female","Yes"
"563","2","Adult","Female","Yes"
"564","2","Adult","Female","Yes"
"565","2","Adult","Female","Yes"
"566","2","Adult","Female","Yes"
"567","2","Adult","Female","Yes"
"568","2","Adult","Female","Yes"
"569","2","Adult","Female","Yes"
"570","2","Adult","Female","Yes"
"571","2","Adult","Female","Yes"
"572","2","Adult","Female","Yes"
"573","2","Adult","Female","Yes"
"574","2","Adult","Female","No"
"575","2","Adult","Female","No"
"576","2","Adult","Female","No"
"577","2","Adult","Female","No"
"578","2","Adult","Female","No"
"579","2","Adult","Female","No"
"580","2","Adult","Female","No"
"581","2","Adult","Female","No"
"582","2","Adult","Female","No"
"583","2","Adult","Female","No"
"584","2","Adult","Female","No"
"585","2","Adult","Female","No"
"586","2","Adult","Female","No"
"587","2","Child","Male","Yes"
"588","2","Child","Male","Yes"
"589","2","Child","Male","Yes"
"590","2","Child","Male","Yes"
"591","2","Child","Male","Yes"
"592","2","Child","Male","Yes"
"593","2","Child","Male","Yes"
"594","2","Child","Male","Yes"
"595","2","Child","Male","Yes"
"596","2","Child","Male","Yes"
"597","2","Child","Male","Yes"
"598","2","Child","Female","Yes"
"599","2","Child","Female","Yes"
"600","2","Child","Female","Yes"
"601","2","Child","Female","Yes"
"602","2","Child","Female","Yes"
"603","2","Child","Female","Yes"
"604","2","Child","Female","Yes"
"605","2","Child","Female","Yes"
"606","2","Child","Female","Yes"
"607","2","Child","Female","Yes"
"608","2","Child","Female","Yes"
"609","2","Child","Female","Yes"
"610","2","Child","Female","Yes"
"611","3","Adult","Male","Yes"
"612","3","Adult","Male","Yes"
"613","3","Adult","Male","Yes"
"614","3","Adult","Male","Yes"
"615","3","Adult","Male","Yes"
"616","3","Adult","Male","Yes"
"617","3","Adult","Male","Yes"
"618","3","Adult","Male","Yes"
"619","3","Adult","Male","Yes"
"620","3","Adult","Male","Yes"
"621","3","Adult","Male","Yes"
"622","3","Adult","Male","Yes"
"623","3","Adult","Male","Yes"
"624","3","Adult","Male","Yes"
"625","3","Adult","Male","Yes"
"626","3","Adult","Male","Yes"
"627","3","Adult","Male","Yes"
"628","3","Adult","Male","Yes"
"629","3","Adult","Male","Yes"
"630","3","Adult","Male","Yes"
"631","3","Adult","Male","Yes"
"632","3","Adult","Male","Yes"
"633","3","Adult","Male","Yes"
"634","3","Adult","Male","Yes"
"635","3","Adult","Male","Yes"
"636","3","Adult","Male","Yes"
"637","3","Adult","Male","Yes"
"638","3","Adult","Male","Yes"
"639","3","Adult","Male","Yes"
"640","3","Adult","Male","Yes"
"641","3","Adult","Male","Yes"
"642","3","Adult","Male","Yes"
"643","3","Adult","Male","Yes"
"644","3","Adult","Male","Yes"
"645","3","Adult","Male","Yes"
"646","3","Adult","Male","Yes"
"647","3","Adult","Male","Yes"
"648","3","Adult","Male","Yes"
"649","3","Adult","Male","Yes"
"650","3","Adult","Male","Yes"
"651","3","Adult","Male","Yes"
"652","3","Adult","Male","Yes"
"653","3","Adult","Male","Yes"
"654","3","Adult","Male","Yes"
"655","3","Adult","Male","Yes"
"656","3","Adult","Male","Yes"
"657","3","Adult","Male","Yes"
"658","3","Adult","Male","Yes"
"659","3","Adult","Male","Yes"
"660","3","Adult","Male","Yes"
"661","3","Adult","Male","Yes"
"662","3","Adult","Male","Yes"
"663","3","Adult","Male","Yes"
"664","3","Adult","Male","Yes"
"665","3","Adult","Male","Yes"
"666","3","Adult","Male","Yes"
"667","3","Adult","Male","Yes"
"668","3","Adult","Male","Yes"
"669","3","Adult","Male","Yes"
"670","3","Adult","Male","Yes"
"671","3","Adult","Male","Yes"
"672","3","Adult","Male","Yes"
"673","3","Adult","Male","Yes"
"674","3","Adult","Male","Yes"
"675","3","Adult","Male","Yes"
"676","3","Adult","Male","Yes"
"677","3","Adult","Male","Yes"
"678","3","Adult","Male","Yes"
"679","3","Adult","Male","Yes"
"680","3","Adult","Male","Yes"
"681","3","Adult","Male","Yes"
"682","3","Adult","Male","Yes"
"683","3","Adult","Male","Yes"
"684","3","Adult","Male","Yes"
"685","3","Adult","Male","Yes"
"686","3","Adult","Male","No"
"687","3","Adult","Male","No"
"688","3","Adult","Male","No"
"689","3","Adult","Male","No"
"690","3","Adult","Male","No"
"691","3","Adult","Male","No"
"692","3","Adult","Male","No"
"693","3","Adult","Male","No"
"694","3","Adult","Male","No"
"695","3","Adult","Male","No"
"696","3","Adult","Male","No"
"697","3","Adult","Male","No"
"698","3","Adult","Male","No"
"699","3","Adult","Male","No"
"700","3","Adult","Male","No"
"701","3","Adult","Male","No"
"702","3","Adult","Male","No"
"703","3","Adult","Male","No"
"704","3","Adult","Male","No"
"705","3","Adult","Male","No"
"706","3","Adult","Male","No"
"707","3","Adult","Male","No"
"708","3","Adult","Male","No"
"709","3","Adult","Male","No"
"710","3","Adult","Male","No"
"711","3","Adult","Male","No"
"712","3","Adult","Male","No"
"713","3","Adult","Male","No"
"714","3","Adult","Male","No"
"715","3","Adult","Male","No"
"716","3","Adult","Male","No"
"717","3","Adult","Male","No"
"718","3","Adult","Male","No"
"719","3","Adult","Male","No"
"720","3","Adult","Male","No"
"721","3","Adult","Male","No"
"722","3","Adult","Male","No"
"723","3","Adult","Male","No"
"724","3","Adult","Male","No"
"725","3","Adult","Male","No"
"726","3","Adult","Male","No"
"727","3","Adult","Male","No"
"728","3","Adult","Male","No"
"729","3","Adult","Male","No"
"730","3","Adult","Male","No"
"731","3","Adult","Male","No"
"732","3","Adult","Male","No"
"733","3","Adult","Male","No"
"734","3","Adult","Male","No"
"735","3","Adult","Male","No"
"736","3","Adult","Male","No"
"737","3","Adult","Male","No"
"738","3","Adult","Male","No"
"739","3","Adult","Male","No"
"740","3","Adult","Male","No"
"741","3","Adult","Male","No"
"742","3","Adult","Male","No"
"743","3","Adult","Male","No"
"744","3","Adult","Male","No"
"745","3","Adult","Male","No"
"746","3","Adult","Male","No"
"747","3","Adult","Male","No"
"748","3","Adult","Male","No"
"749","3","Adult","Male","No"
"750","3","Adult","Male","No"
"751","3","Adult","Male","No"
"752","3","Adult","Male","No"
"753","3","Adult","Male","No"
"754","3","Adult","Male","No"
"755","3","Adult","Male","No"
"756","3","Adult","Male","No"
"757","3","Adult","Male","No"
"758","3","Adult","Male","No"
"759","3","Adult","Male","No"
"760","3","Adult","Male","No"
"761","3","Adult","Male","No"
"762","3","Adult","Male","No"
"763","3","Adult","Male","No"
"764","3","Adult","Male","No"
"765","3","Adult","Male","No"
"766","3","Adult","Male","No"
"767","3","Adult","Male","No"
"768","3","Adult","Male","No"
"769","3","Adult","Male","No"
"770","3","Adult","Male","No"
"771","3","Adult","Male","No"
"772","3","Adult","Male","No"
"773","3","Adult","Male","No"
"774","3","Adult","Male","No"
"775","3","Adult","Male","No"
"776","3","Adult","Male","No"
"777","3","Adult","Male","No"
"778","3","Adult","Male","No"
"779","3","Adult","Male","No"
"780","3","Adult","Male","No"
"781","3","Adult","Male","No"
"782","3","Adult","Male","No"
"783","3","Adult","Male","No"
"784","3","Adult","Male","No"
"785","3","Adult","Male","No"
"786","3","Adult","Male","No"
"787","3","Adult","Male","No"
"788","3","Adult","Male","No"
"789","3","Adult","Male","No"
"790","3","Adult","Male","No"
"791","3","Adult","Male","No"
"792","3","Adult","Male","No"
"793","3","Adult","Male","No"
"794","3","Adult","Male","No"
"795","3","Adult","Male","No"
"796","3","Adult","Male","No"
"797","3","Adult","Male","No"
"798","3","Adult","Male","No"
"799","3","Adult","Male","No"
"800","3","Adult","Male","No"
"801","3","Adult","Male","No"
"802","3","Adult","Male","No"
"803","3","Adult","Male","No"
"804","3","Adult","Male","No"
"805","3","Adult","Male","No"
"806","3","Adult","Male","No"
"807","3","Adult","Male","No"
"808","3","Adult","Male","No"
"809","3","Adult","Male","No"
"810","3","Adult","Male","No"
"811","3","Adult","Male","No"
"812","3","Adult","Male","No"
"813","3","Adult","Male","No"
"814","3","Adult","Male","No"
"815","3","Adult","Male","No"
"816","3","Adult","Male","No"
"817","3","Adult","Male","No"
"818","3","Adult","Male","No"
"819","3","Adult","Male","No"
"820","3","Adult","Male","No"
"821","3","Adult","Male","No"
"822","3","Adult","Male","No"
"823","3","Adult","Male","No"
"824","3","Adult","Male","No"
"825","3","Adult","Male","No"
"826","3","Adult","Male","No"
"827","3","Adult","Male","No"
"828","3","Adult","Male","No"
"829","3","Adult","Male","No"
"830","3","Adult","Male","No"
"831","3","Adult","Male","No"
"832","3","Adult","Male","No"
"833","3","Adult","Male","No"
"834","3","Adult","Male","No"
"835","3","Adult","Male","No"
"836","3","Adult","Male","No"
"837","3","Adult","Male","No"
"838","3","Adult","Male","No"
"839","3","Adult","Male","No"
"840","3","Adult","Male","No"
"841","3","Adult","Male","No"
"842","3","Adult","Male","No"
"843","3","Adult","Male","No"
"844","3","Adult","Male","No"
"845","3","Adult","Male","No"
"846","3","Adult","Male","No"
"847","3","Adult","Male","No"
"848","3","Adult","Male","No"
"849","3","Adult","Male","No"
"850","3","Adult","Male","No"
"851","3","Adult","Male","No"
"852","3","Adult","Male","No"
"853","3","Adult","Male","No"
"854","3","Adult","Male","No"
"855","3","Adult","Male","No"
"856","3","Adult","Male","No"
"857","3","Adult","Male","No"
"858","3","Adult","Male","No"
"859","3","Adult","Male","No"
"860","3","Adult","Male","No"
"861","3","Adult","Male","No"
"862","3","Adult","Male","No"
"863","3","Adult","Male","No"
"864","3","Adult","Male","No"
"865","3","Adult","Male","No"
"866","3","Adult","Male","No"
"867","3","Adult","Male","No"
"868","3","Adult","Male","No"
"869","3","Adult","Male","No"
"870","3","Adult","Male","No"
"871","3","Adult","Male","No"
"872","3","Adult","Male","No"
"873","3","Adult","Male","No"
"874","3","Adult","Male","No"
"875","3","Adult","Male","No"
"876","3","Adult","Male","No"
"877","3","Adult","Male","No"
"878","3","Adult","Male","No"
"879","3","Adult","Male","No"
"880","3","Adult","Male","No"
